渠道,客户名称,订单日期,客户PO,客户产品代码,雀巢产品代码,Plant/区域,产品名称,BU,数量,雀巢 SAP PO,C4开票价,价差,箱价,TPP扣点,实际扣点,客户要求送货日,客户价格,雀巢价格,单价价差,产品行价差,订单总金额价差,起送日,物流模式,问题分类,问题详细描述,备注
01 NKA,家乐福,2021/12/06,1028888798,10137148488,12356310,1097,嘉宝有机香蕉苹果营养米粉225g,Nutrition,1,1028888798YK,483.040800,-13.011200,610.00,0.0000,0.026230,2021/12/08,55.9350,50.833333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028888798,120278555,12423607,1097,嘉宝钙铁锌营养麦粉250g,Nutrition,1,1028888798YK,385.456800,0.000000,474.00,0.0000,0.0000,2021/12/08,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,102878793,,1097,雀巢能恩2配方奶粉听装900克,,2,1028888798YK,,,,,,2021/12/08,176.2800,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888798,11348652498,12413497,1097,嘉宝苹果草莓泡芙49克,Nutrition,1,1028888798YK,331.785600,0.000000,408.00,0.0000,0.0000,2021/12/08,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,102461575,12423611,1097,嘉宝缤纷水果营养米粉250g,Nutrition,1,1028888798YK,385.456800,0.000000,474.00,0.0000,0.0000,2021/12/08,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,10137162929,12356311,1097,嘉宝有机原味营养米粉225G,Nutrition,1,1028888798YK,483.040800,-13.011200,610.00,0.0000,0.026230,2021/12/08,55.9350,50.833333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028888798,102878789,12395049,1097,雀巢A2妈妈孕产妇配方奶粉900g,Nutrition,2,1028888798YK,1556.464800,0.000000,957.00,0.0000,0.0000,2021/12/08,180.2350,159.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,12052096714,12446697,1097,嘉宝有机混合蔬菜营养米粉198g,Nutrition,2,1028888798YK,931.935836,0.008636,573.00,0.0000,-0.000009,2021/12/08,53.9580,47.75,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,123999590,12423652,1097,嘉宝混合蔬菜营养米粉250g,Nutrition,2,1028888798YK,770.913600,0.000000,474.00,0.0000,0.0000,2021/12/08,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11211253549,12361186,1097,嘉宝番茄牛肉营养米粉198g,Nutrition,2,1028888798YK,727.009436,0.008636,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,102461577,12423612,1097,嘉宝 番茄牛肉配方营养米粉250g,Nutrition,2,1028888798YK,770.913600,0.000000,474.00,0.0000,0.0000,2021/12/08,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11355077391,12413352,1097,嘉宝香蕉橙子泡芙49克,Nutrition,3,1028888798YK,995.356800,0.000000,408.00,0.0000,0.0000,2021/12/08,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,12052096757,12446228,1097,嘉宝有机原味营养米粉198g,Nutrition,3,1028888798YK,1397.903754,0.012954,573.00,0.0000,-0.000009,2021/12/08,53.9580,47.75,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11355068509,12413468,1097,嘉宝菠菜番茄泡芙49克,Nutrition,3,1028888798YK,995.356800,0.000000,408.00,0.0000,0.0000,2021/12/08,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11211755722,12361184,1097,嘉宝钙铁锌营养麦粉198g,Nutrition,3,1028888798YK,1090.514154,0.012954,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,12052096724,12446209,1097,嘉宝有机小米营养米粉198g,Nutrition,3,1028888798YK,1397.903754,0.012954,573.00,0.0000,-0.000009,2021/12/08,53.9580,47.75,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11663157440,12361182,1097,嘉宝胡萝卜营养米粉198g,Nutrition,3,1028888798YK,1090.514154,0.012954,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11663157275,12361188,1097,嘉宝缤纷水果营养米粉198g,Nutrition,4,1028888798YK,1454.018872,0.017272,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,103774181,,1097,雀巢（Nestle）宝贝营养+金装燕麦营养米粉（8-36个月）225克（9包X25克）,,4,1028888798YK,,,,,,2021/12/08,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888798,11663157366,12361029,1097,嘉宝菠菜营养米粉198g,Nutrition,4,1028888798YK,1454.018872,0.017272,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11663157395,12361187,1097,嘉宝南瓜营养米粉198g,Nutrition,4,1028888798YK,1454.018872,0.017272,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11212342730,12361183,1097,嘉宝营养米粉198g,Nutrition,5,1028888798YK,1817.523589,0.021589,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,615596518,,1097,雀巢宝贝营养+金装醇香原味营养米麦粉（6-36个月）225克,,5,1028888798YK,,,,,,2021/12/08,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888798,125462376,,1097,雀巢金装宝贝营养+苹果营养米粉225g,,6,1028888798YK,,,,,,2021/12/08,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888798,11348652529,12413486,1097,嘉宝梨桃子泡芙49克,Nutrition,6,1028888798YK,1990.713600,0.000000,408.00,0.0000,0.0000,2021/12/08,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888798,11663157510,12361185,1097,嘉宝燕麦营养米粉198g,Nutrition,6,1028888798YK,2181.028307,0.025907,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12310080005,12497731,1097,雀巢脆脆鲨刻能榛果味威化代可可脂巧克力80g,Confec.,6,1028888790YK,726.024960,-0.975840,149.00,0.0000,0.001342,2021/12/08,7.0060,6.208333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,11663155545,,1097,趣满果果不可貌相杂果派对果汁凝胶糖果40g,,3,1028888790YK,,,,,,2021/12/08,3.2770,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888790,12341876201,,1097,雀巢脆脆鲨混合口味大礼包374g,,23,1028888790YK,,,,,,2021/12/08,32.0690,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888790,12265406332,12477307,1097,雀巢脆脆鲨葡萄味威化代可可脂巧克力123g,Confec.,1,1028888790YK,187.033121,-0.002879,230.00,0.0000,0.000015,2021/12/08,10.8290,9.583333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12278689676,12484743,1097,雀巢脆脆鲨鲨可棒巧克力味注心饼干60g,Confec.,1,1028888790YK,89.449121,-0.002879,110.00,0.0000,0.000032,2021/12/08,5.1790,4.583333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12310079916,12497729,1097,雀巢脆脆鲨刻能花生味威化代可可脂巧克力80g,Confec.,1,1028888790YK,121.004160,-0.162640,149.00,0.0000,0.001342,2021/12/08,7.0060,6.208333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12106088459,12451074,1097,雀巢(Nestle)趣满果零食 莓莓桃仔 乳酸菌风味儿童糖果软糖 100g,Confec.,1,1028888790YK,213.130365,0.071965,262.00,0.0000,-0.000338,2021/12/08,12.3400,10.916667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12106088459,12486359,1097,雀巢(Nestle)趣满果零食 莓莓桃仔 乳酸菌风味儿童糖果软糖 100g,Confec.,1,1028888790YK,213.130365,0.071965,262.00,0.0000,-0.000338,2021/12/08,12.3400,10.916667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,11663155472,,1097,趣满果果不可貌相花心舞会果汁凝胶糖果40g,,4,1028888790YK,,,,,,2021/12/08,3.2770,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888790,171162999,,1097,雀巢脆脆鲨巧倾芯提拉米苏味180g,,1,1028888790YK,,,,,,2021/12/08,12.1830,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888790,12104383424,12458793,1097,雀巢脆脆鲨鲨刻能榛果味威化代可可脂巧克力(分享装)200g,Confec.,2,1028888790YK,455.392000,0.000000,280.00,0.0000,0.0000,2021/12/08,15.8200,14.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12104383426,12451132,1097,雀巢(Nestle)趣满果零食 缤纷杂果 果汁儿童糖果软糖 分享装120g,Confec.,2,1028888790YK,426.260729,0.143929,262.00,0.0000,-0.000338,2021/12/08,12.3400,10.916667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,11684452689,12458252,1097,雀巢威化散装JLF1,Confec.,10,1028888790YK,2374.544000,0.000000,292.00,0.0000,0.0000,2021/12/08,65.9920,58.40,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,693702634,,1097,雀巢优脆麦谷威化饼干芝士口味144g,,18,1028888790YK,,,,,,2021/12/08,14.8310,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888790,12124154262,12457562,1097,雀巢脆脆鲨鲨明治巧克力味威化饼干小粒装77g,Confec.,5,1028888790YK,276.473607,-0.014393,68.00,0.0000,0.000052,2021/12/08,6.4030,5.666667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12278689924,12484742,1097,雀巢脆脆鲨鲨可棒椰子味注心饼干60g,Confec.,3,1028888790YK,268.347364,-0.008636,110.00,0.0000,0.000032,2021/12/08,5.1790,4.583333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028888790,12310382625,12498720,1097,雀巢脆脆鲨巧克力口味威化代可可脂巧克力分享桶330g,Confec.,6,1028888790YK,861.260840,-26.753560,182.00,0.0000,0.030127,2021/12/08,16.6220,15.166667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028888790,12340505361,,1097,雀巢脆脆鲨巧克力口味威化代可可脂巧克力480g,,35,1028888790YK,,,,,,2021/12/08,23.2780,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028888790,12104383425,12457080,1097,雀巢脆脆鲨鸳鸯奶茶味威化代可可脂巧克力123g,Confec.,4,1028888790YK,747.856142,-0.287858,230.00,0.0000,0.000385,2021/12/08,10.8250,9.583333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028889221,694073547,,1097,雀巢优脆麦谷威化饼干海苔口味144g,,11,1028889221YK,,,,,,2021/12/08,14.8310,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028889221,12340506649,,1097,雀巢脆脆鲨牛奶口味威化代可可脂巧克力480g,,35,1028889221YK,,,,,,2021/12/08,23.2780,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028885496,146570767,12237391,1093,雀巢淡奶油250ml,Dairy,11,1028885496YK,2415.298993,-205.644607,293.00,0.0000,0.078462,2021/12/08,12.7130,12.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028892927,12274250354,,1097,雀巢咖啡特调果萃系列香柚莫奇托风味即溶咖啡饮品@10(5x15g)CN,,1,1028892927YK,,,,,,2021/12/08,7.5100,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028892927,11724419143,12431506,1097,雀巢营养早餐谷物食品迷你装27g*4,CPW,1,1028892927YK,199.226804,-8.139196,255.00,0.0000,0.039250,2021/12/08,13.8420,12.75,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028893130,123999590,12423652,1094,嘉宝混合蔬菜营养米粉250g,Nutrition,1,1028893130YK,385.456800,0.000000,474.00,0.0000,0.0000,2021/12/08,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,610800855,12361472,1094,雀巢Nestle能恩1 婴儿配方奶粉 1段（0-6个月）400克,Nutrition,1,1028893130YK,778.236718,0.004318,957.00,0.0000,-0.000006,2021/12/08,90.1180,79.75,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11211253549,12361186,1094,嘉宝番茄牛肉营养米粉198g,Nutrition,1,1028893130YK,363.504718,0.004318,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,10705580337,,1094,嘉宝有机混合蔬菜营养米粉225G,,1,1028893130YK,,,,,,2021/12/08,57.4420,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028893130,10137162929,12356311,1094,嘉宝有机原味营养米粉225G,Nutrition,1,1028893130YK,483.040800,-13.011200,610.00,0.0000,0.026230,2021/12/08,55.9350,50.833333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028893130,11663157395,12361187,1094,嘉宝南瓜营养米粉198g,Nutrition,1,1028893130YK,363.504718,0.004318,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11663157366,12361029,1094,嘉宝菠菜营养米粉198g,Nutrition,1,1028893130YK,363.504718,0.004318,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,102461581,12423597,1094,嘉宝原味营养米粉250g,Nutrition,1,1028893130YK,385.456800,0.000000,474.00,0.0000,0.0000,2021/12/08,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11663157275,12361188,1094,嘉宝缤纷水果营养米粉198g,Nutrition,1,1028893130YK,363.504718,0.004318,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,102878789,12395049,1094,雀巢A2妈妈孕产妇配方奶粉900g,Nutrition,2,1028893130YK,1556.464800,0.000000,957.00,0.0000,0.0000,2021/12/08,180.2350,159.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11663157510,12361185,1094,嘉宝燕麦营养米粉198g,Nutrition,1,1028893130YK,363.504718,0.004318,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,12052096757,12446228,1094,嘉宝有机原味营养米粉198g,Nutrition,1,1028893130YK,465.967918,0.004318,573.00,0.0000,-0.000009,2021/12/08,53.9580,47.75,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,102461575,12423611,1094,嘉宝缤纷水果营养米粉250g,Nutrition,1,1028893130YK,385.456800,0.000000,474.00,0.0000,0.0000,2021/12/08,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11696848267,12416251,1094,嘉宝有机小米营养米粉225g,Nutrition,1,1028893130YK,556.228800,0.000000,684.00,0.0000,0.0000,2021/12/08,64.4100,57.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,646949532,12357769,1094,雀巢超级能恩1段听装380g,Nutrition,1,1028893130YK,1352.350161,-0.001439,1663.00,0.0000,0.000001,2021/12/08,156.5990,138.583333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11212342730,12361183,1094,嘉宝营养米粉198g,Nutrition,2,1028893130YK,727.009436,0.008636,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,12052096714,12446697,1094,嘉宝有机混合蔬菜营养米粉198g,Nutrition,2,1028893130YK,931.935836,0.008636,573.00,0.0000,-0.000009,2021/12/08,53.9580,47.75,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11211755722,12361184,1094,嘉宝钙铁锌营养麦粉198g,Nutrition,2,1028893130YK,727.009436,0.008636,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893130,11663157440,12361182,1094,嘉宝胡萝卜营养米粉198g,Nutrition,2,1028893130YK,727.009436,0.008636,447.00,0.0000,-0.000012,2021/12/08,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,11272864621,12410141,1094,雀巢可可味滋滋营养早餐谷物食品330g,CPW,1,1028893129YK,174.838000,-16.264000,235.00,0.0000,0.085106,2021/12/08,24.2950,23.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028893129,12314345846,12495121,1094,雀巢咖啡5杯装 绵醇卡布奇诺口味 95g,Coffee,1,1028893129YK,98.397200,0.000000,121.00,0.0000,0.0000,2021/12/08,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12317000385,12495107,1094,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,1,1028893129YK,98.397200,0.000000,121.00,0.0000,0.0000,2021/12/08,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12274250339,12501705,1094,雀巢咖啡特调果萃系列草莓雪酪风味即溶咖啡饮品@10(5x19g)CN,Coffee,1,1028893129YK,56.924000,0.000000,70.00,0.0000,0.0000,2021/12/08,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12316195422,12495109,1094,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品95g,Coffee,1,1028893129YK,98.397200,0.000000,121.00,0.0000,0.0000,2021/12/08,13.6730,12.10,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12301248099,12482249,1094,雀巢怡运水果加纤营养奶粉草莓味200g,Dairy,1,1028893129YK,141.496800,0.000000,174.00,0.0000,0.0000,2021/12/08,19.6620,17.40,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12301249521,12482260,1094,雀巢怡运水果加纤营养奶粉桃子味200g,Dairy,1,1028893129YK,141.496800,0.000000,174.00,0.0000,0.0000,2021/12/08,19.6620,17.40,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12174531188,12456722,1094,雀巢(Nestle) 学生奶粉 6-15岁爱思培 青少年 益护因子 益生菌 盒装350g,Dairy,1,1028893129YK,374.886639,0.001439,461.00,0.0000,-0.000004,2021/12/08,43.4110,38.416667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,11684453185,12476568,1094,雀巢怡养LiveATwo配方奶粉750g,Dairy,2,1028893129YK,1179.142879,0.002879,725.00,0.0000,-0.000002,2021/12/08,136.5420,120.833333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,11663157360,12376638,1094,雀巢NIDO有机全脂奶粉900g,Dairy,1,1028893129YK,1385.692800,0.000000,1704.00,0.0000,0.0000,2021/12/08,160.4600,142.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,144750705,12453277,1094,雀巢(NESTLE)金 牌GOLD 瑞士原装进口 进口速溶咖啡50g,Coffee,1,1028893129YK,350.490639,0.001439,431.00,0.0000,-0.000004,2021/12/08,40.5860,35.916667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,11129878139,12477039,1094,雀巢怡养脑力加油站TM配方奶粉800g,Dairy,2,1028893129YK,1179.142879,0.002879,725.00,0.0000,-0.000002,2021/12/08,136.5420,120.833333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,10733404800,12453276,1094,雀巢金牌咖啡至醇浓郁100g,Coffee,1,1028893129YK,633.484239,0.001439,779.00,0.0000,-0.000002,2021/12/08,73.3560,64.916667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,124222711,12413057,1094,雀巢咖啡 馆藏系列 卡布奇诺228g,Coffee,1,1028893129YK,244.771761,15.048561,285.95,0.05,-0.049994,2021/12/08,28.3440,23.829167,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028893129,139505337,12361074,1094,雀巢NIDO速溶全脂高钙调制乳粉900g,Dairy,1,1028893129YK,820.517361,-0.001439,1009.00,0.0000,0.000002,2021/12/08,95.0140,84.083333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,10557881569,12342813,1094,雀巢NIDO全脂高钙奶粉立袋装900g,Dairy,1,1028893129YK,659.503761,-0.001439,811.00,0.0000,0.000002,2021/12/08,76.3690,67.583333,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12174291489,12461587,1094,雀巢（Nestle）怡跃 成人奶粉 女士高蛋白 高钙高铁 安骼脱脂奶粉 350g,Dairy,1,1028893129YK,365.940000,0.000000,450.00,0.0000,0.0000,2021/12/08,42.3750,37.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,103635812,12495343,1094,雀巢 咖啡伴侣 400g,Coffee,1,1028893129YK,258.597600,0.000000,318.00,0.0000,0.0000,2021/12/08,29.9450,26.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,135000912,12326620,1094,雀巢咖啡 馆藏系列 臻享白咖啡580g(20条x29g),Coffee,1,1028893129YK,475.726318,0.004318,585.00,0.0000,-0.000009,2021/12/08,41.3160,36.5625,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,11724419143,12431506,1094,雀巢营养早餐谷物食品迷你装27g*4,CPW,1,1028893129YK,199.226804,-8.139196,255.00,0.0000,0.039250,2021/12/08,13.8420,12.75,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028893129,12274250358,12501675,1094,雀巢咖啡特调果萃系列热情百香果风味即溶咖啡饮品@10(5x15g)CN,Coffee,2,1028893129YK,113.848000,0.000000,70.00,0.0000,0.0000,2021/12/08,7.9100,7.00,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,11503123276,12425036,1094,雀巢脆谷乐营养谷物食品300g,CPW,2,1028893129YK,382.204000,0.000000,235.00,0.0000,0.0000,2021/12/08,26.5550,23.50,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,11272775871,12410248,1094,雀巢蜜奇星营养早餐谷物食品300g,CPW,2,1028893129YK,349.676000,-32.528000,235.00,0.0000,0.085106,2021/12/08,24.2950,23.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,2021/12/06,1028893129,146225709,9123040,1094,雀巢 鹰麦炼奶草莓味 185g,Dairy,1,1028893129YK,188.656643,-0.005757,232.00,0.0000,0.000031,2021/12/08,10.9230,9.666667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,191291942,12326607,1094,雀巢金牌丝滑拿铁条装即溶咖啡饮品(20x20g),Coffee,2,1028893129YK,951.452636,0.008636,585.00,0.0000,-0.000009,2021/12/08,41.3160,36.5625,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12207432889,,1094,雀巢咖啡金牌手冲大师研磨礼盒,,1,1028893129YK,,,,,,2021/12/08,116.1080,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,2021/12/06,1028893129,140159806,12077571,1094,雀巢咖啡礼盒醇品200g+咖啡伴侣400g,Coffee,1,1028893129YK,500.929761,-0.001439,616.00,0.0000,0.000003,2021/12/08,116.0130,102.666667,,,,,," ",,
01 NKA,家乐福,2021/12/06,1028893129,12264536057,12481583,1094,雀巢怡运全脂营养奶粉袋装1kg,Dairy,1,1028893129YK,334.226639,0.001439,411.00,-0.048205,-0.007760,2021/12/08,58.0540,51.375,,,,,," ",,